model,spec,task,id,er,exact,token_index,region,cat,text,sal,sal_norm,attn,attn_norm
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,243,trace,punct,C,3e-06,0.0224,0.000117,0.0171
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,244,trace,punct,=,4e-06,0.0322,0.000349,0.0511
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,245,trace,punct,O,2e-06,0.0145,0.0002,0.0293
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,246,trace,punct,"),",2e-06,0.0178,0.000131,0.0191
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,247,trace,other_word, another,0.0,0.0003,7.3e-05,0.0107
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,248,trace,other_word, meth,1e-06,0.0047,0.000309,0.0452
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,249,trace,FG_word,oxy,1e-06,0.0044,9.3e-05,0.0136
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,250,trace,punct, (,2e-06,0.0144,0.000162,0.0237
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,251,trace,punct,OC,4e-06,0.0299,0.000203,0.0297
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,252,trace,punct,"),",1e-06,0.0089,0.000183,0.0268
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,253,trace,punct, a,2e-06,0.0139,0.000259,0.0379
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,254,trace,other_word, long,1e-06,0.0064,0.000473,0.0692
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,255,trace,other_word, carbon,0.0,0.0009,0.000286,0.0419
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,256,trace,other_word, chain,4e-06,0.029,0.000385,0.0564
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,257,trace,punct, (,1e-06,0.0051,0.000218,0.0319
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,258,trace,punct,CC,4e-06,0.0332,0.000395,0.0578
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,259,trace,punct,CC,3e-06,0.0279,0.000546,0.0798
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,260,trace,punct,CC,5e-06,0.0418,0.000292,0.0427
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,261,trace,punct,CC,3e-06,0.0203,0.000275,0.0402
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,262,trace,punct,CC,8e-06,0.0614,0.000328,0.048
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,263,trace,punct,CC,1e-06,0.0089,0.000433,0.0633
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,264,trace,punct,CC,3e-06,0.0258,0.00116,0.1696
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,265,trace,punct,C,0.0,0.0008,0.001007,0.1473
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,266,trace,punct,"),",3e-06,0.0256,0.000713,0.1044
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,267,trace,other_word, and,2e-06,0.0152,0.000275,0.0402
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,268,trace,punct, a,0.0,0.0026,0.00016,0.0234
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,269,trace,other_word, sil,3e-06,0.024,0.000135,0.0198
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,270,trace,FG_word,yl,5e-06,0.042,0.000137,0.0201
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,271,trace,other_word, ether,1e-06,0.0106,9.7e-05,0.0142
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,272,trace,other_word, group,1e-06,0.0081,9.3e-05,0.0136
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,273,trace,punct, (,2e-06,0.0144,0.000222,0.0325
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,274,trace,punct,O,1e-06,0.0046,0.000481,0.0703
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,275,trace,punct,[,6e-06,0.0499,0.00037,0.0541
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,276,trace,punct,Si,1e-06,0.0064,0.000353,0.0516
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,277,trace,punct,],1e-06,0.0067,0.000452,0.0661
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,278,trace,punct,...,2e-06,0.0129,0.000904,0.1323
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,279,trace,punct,).,0.0,0.0029,0.000261,0.0382
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,280,trace,other_word, The,2e-06,0.0189,0.000267,0.0391
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,281,trace,other_word, sil,1e-06,0.0042,0.000187,0.0273
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,282,trace,FG_word,yl,3e-06,0.0257,4.6e-05,0.0067
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,283,trace,other_word, ether,2e-06,0.0153,4.2e-05,0.0061
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,284,trace,punct, is,0.0,0.0022,6.8e-05,0.01
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,285,trace,other_word, probably,6e-06,0.0454,0.00015,0.0219
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,286,trace,punct, a,0.0,0.0027,9e-05,0.0131
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,287,trace,other_word, protecting,4e-06,0.0307,0.000118,0.0172
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,288,trace,other_word, group,1e-06,0.0072,8.9e-05,0.013
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,289,trace,punct,",",0.0,0.0007,8.9e-05,0.013
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,290,trace,other_word, like,0.0,0.0032,0.000158,0.0232
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,291,trace,punct, a,1e-06,0.0085,8.8e-05,0.0128
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,292,trace,other_word, tri,1e-06,0.0071,0.00028,0.041
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,293,trace,punct,is,1e-06,0.0064,0.000267,0.0391
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,294,trace,other_word,opropyl,2e-06,0.0162,0.000717,0.1049
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,295,trace,FG_word,sil,0.0,0.0008,0.000211,0.0308
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,296,trace,FG_word,yl,0.0,0.0037,0.000172,0.0251
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,297,trace,punct, (,5e-06,0.041,0.000504,0.0737
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,298,trace,punct,TI,4e-06,0.0287,0.000425,0.0622
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,299,trace,punct,PS,4e-06,0.0348,0.000206,0.0301
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,300,trace,punct,),7e-06,0.0595,0.000309,0.0452
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,301,trace,punct, or,6e-06,0.0503,0.000736,0.1077
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,302,trace,other_word, tetra,1e-06,0.0049,0.000458,0.067
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,303,trace,FG_word,hydro,0.0,0.0002,0.000211,0.0308
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,304,trace,FG_word,fur,0.0,0.0026,0.000187,0.0273
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,305,trace,FG_word,anyl,1e-06,0.0093,0.000294,0.043
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,306,trace,punct, (,9e-06,0.0737,0.000816,0.1194
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,307,trace,punct,TH,1e-06,0.0043,0.000178,0.0261
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,308,trace,punct,F,7e-06,0.0551,0.00011,0.0161
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,309,trace,punct,),2e-06,0.0196,0.000223,0.0326
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,310,trace,other_word, group,3e-06,0.0262,0.000148,0.0216
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,311,trace,punct,".

",1e-06,0.0056,0.000173,0.0253
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,312,trace,other_word,The,0.0,0.0009,0.000172,0.0251
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,313,trace,other_word, react,1.1e-05,0.0912,0.000931,0.1362
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,314,trace,other_word,ants,3e-06,0.0226,0.000313,0.0458
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,315,trace,other_word, are,3e-06,0.022,9.8e-05,0.0143
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,316,trace,other_word, supposed,4e-06,0.0311,0.000119,0.0174
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,317,trace,punct, to,3e-06,0.0223,0.000176,0.0258
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,318,trace,punct, be,1e-06,0.0112,7.5e-05,0.011
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,319,trace,other_word, predicted,4e-06,0.0307,0.000166,0.0243
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,320,trace,other_word, step,5e-06,0.0383,0.000221,0.0324
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,321,trace,punct, by,3e-06,0.0221,0.000561,0.082
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,322,trace,other_word, step,7e-06,0.0546,0.000152,0.0222
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,323,trace,punct,.,5e-06,0.0388,6.6e-05,0.0096
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,324,trace,other_word, The,4e-06,0.0287,5.4e-05,0.0079
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,325,trace,other_word, question,3e-06,0.0259,9.8e-05,0.0144
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,326,trace,punct, is,9e-06,0.0756,2.5e-05,0.0036
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,327,trace,other_word, asking,2e-06,0.0128,5.4e-05,0.0079
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,328,trace,other_word, about,0.0,0.0002,4.5e-05,0.0065
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,329,trace,other_word, the,3e-06,0.0236,9.8e-05,0.0144
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,330,trace,other_word, react,4e-06,0.0287,0.00045,0.0658
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,331,trace,other_word,ants,7e-06,0.0544,0.000143,0.0209
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,332,trace,other_word, that,1e-05,0.0789,0.000118,0.0172
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,333,trace,other_word, would,1e-06,0.0061,9.4e-05,0.0138
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,334,trace,other_word, form,1e-06,0.005,8.7e-05,0.0128
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,335,trace,other_word, the,5e-06,0.0392,0.000124,0.0181
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,336,trace,other_word, given,1e-06,0.0048,0.000137,0.0201
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,337,trace,other_word, product,1e-06,0.0108,0.000259,0.0379
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,338,trace,punct,.,9e-06,0.0751,9.2e-05,0.0135
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,339,trace,other_word, The,0.0,0.0034,4.2e-05,0.0062
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,340,trace,other_word, product,1e-06,0.0064,5.7e-05,0.0083
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,341,trace,punct, is,8e-06,0.061,2.2e-05,0.0032
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,342,trace,punct, CO,9e-06,0.0719,0.000225,0.0329
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,343,trace,SMILES_frag,c,1e-05,0.0761,0.000427,0.0625
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,344,trace,SMILES_frag,1,1e-06,0.0079,0.000479,0.07
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,345,trace,SMILES_frag,cc,9e-06,0.0706,0.000767,0.1122
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,346,trace,SMILES_frag,(C,6.3e-05,0.5042,0.000904,0.1323
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,347,trace,SMILES_frag,=,6.1e-05,0.4891,0.000225,0.0329
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,348,trace,SMILES_frag,O,4.2e-05,0.3329,0.001595,0.2333
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,349,trace,SMILES_frag,),2e-06,0.015,0.000257,0.0377
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,350,trace,SMILES_frag,cc,1.4e-05,0.1124,0.000448,0.0656
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,351,trace,SMILES_frag,(,1.2e-05,0.0934,0.00017,0.0248
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,352,trace,SMILES_frag,OC,1.6e-05,0.125,0.000408,0.0597
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,353,trace,SMILES_frag,),2e-06,0.013,0.000408,0.0597
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,354,trace,SMILES_frag,c,3e-06,0.0276,0.000439,0.0642
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,355,trace,SMILES_frag,1,4e-06,0.0301,0.001251,0.183
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,356,trace,SMILES_frag,CC,4e-06,0.0292,0.00119,0.1741
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,357,trace,SMILES_frag,CC,1e-06,0.0072,0.000893,0.1306
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,358,trace,SMILES_frag,CC,3e-06,0.0201,0.000671,0.0982
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,359,trace,SMILES_frag,CC,1e-06,0.0094,0.000721,0.1055
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,360,trace,SMILES_frag,CC,4e-06,0.0354,0.000214,0.0312
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,361,trace,SMILES_frag,CC,2e-06,0.0135,0.001328,0.1942
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,362,trace,SMILES_frag,CC,4e-06,0.0295,0.002716,0.3973
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,363,trace,SMILES_frag,O,1e-05,0.0802,0.001656,0.2422
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,364,trace,SMILES_frag,[,3e-06,0.0209,0.000271,0.0396
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,365,trace,SMILES_frag,Si,1e-06,0.0088,0.000486,0.0711
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,366,trace,SMILES_frag,](,3e-06,0.0209,0.000717,0.1049
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,367,trace,SMILES_frag,C,4e-06,0.0293,0.001221,0.1786
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,368,trace,SMILES_frag,)(,7e-06,0.0578,0.000893,0.1306
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,369,trace,SMILES_frag,C,0.0,0.0038,0.000486,0.0711
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,370,trace,SMILES_frag,),4e-06,0.0281,0.000343,0.0502
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,371,trace,SMILES_frag,C,1.2e-05,0.0998,0.000927,0.1356
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,372,trace,SMILES_frag,(C,1.7e-05,0.1376,0.001526,0.2232
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,373,trace,SMILES_frag,)(,7e-06,0.053,0.000774,0.1133
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,374,trace,SMILES_frag,C,4e-06,0.034,0.001038,0.1518
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,375,trace,SMILES_frag,),1e-06,0.0098,0.000877,0.1283
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,376,trace,SMILES_frag,C,5e-06,0.0424,0.000383,0.0561
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,377,trace,punct,",",0.0,0.0005,8.4e-05,0.0123
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,378,trace,other_word, which,1.1e-05,0.0847,4e-05,0.0058
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,379,trace,other_word, includes,7e-06,0.0553,0.000134,0.0195
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,380,trace,punct, a,3e-06,0.0247,0.00018,0.0264
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,381,trace,other_word, sil,2e-06,0.0142,0.000151,0.022
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,382,trace,FG_word,yl,0.0,0.0003,9.2e-05,0.0135
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,383,trace,other_word, ether,0.0,0.0028,0.000125,0.0183
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,384,trace,other_word, group,1e-06,0.0073,7.3e-05,0.0107
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,385,trace,other_word, and,6e-06,0.05,0.000117,0.0171
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,386,trace,punct, an,2e-06,0.0176,0.000231,0.0338
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,387,trace,other_word, alde,1.1e-05,0.0846,0.000664,0.0971
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,388,trace,FG_word,hyde,0.0,0.0019,0.000244,0.0357
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,389,trace,punct, (,6e-06,0.0472,0.000111,0.0162
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,390,trace,punct,C,2e-06,0.0171,0.000111,0.0162
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,391,trace,punct,=,2e-05,0.1615,0.000422,0.0617
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,392,trace,punct,O,5e-06,0.0377,0.000307,0.0449
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,393,trace,punct,").

",8e-06,0.0634,0.000169,0.0247
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,394,trace,other_word,The,2e-06,0.0146,0.000154,0.0225
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,395,trace,other_word, user,1e-06,0.0114,0.000298,0.0435
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,396,trace,punct, is,1e-06,0.0093,4.7e-05,0.0068
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,397,trace,other_word, likely,6e-06,0.0475,9.6e-05,0.014
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,398,trace,other_word, expecting,4e-06,0.0322,0.000137,0.0201
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,399,trace,punct, a,5e-06,0.0395,0.0002,0.0293
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,400,trace,other_word, reduction,9e-06,0.0742,0.000486,0.0711
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,401,trace,other_word, reaction,1.3e-05,0.1015,0.000111,0.0163
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,402,trace,punct,.,1.2e-05,0.0925,0.000147,0.0215
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,403,trace,other_word, The,1e-06,0.0067,9.5e-05,0.014
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,404,trace,other_word, alde,1.4e-05,0.1102,0.000401,0.0586
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,405,trace,FG_word,hyde,1e-06,0.0101,0.000313,0.0458
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,406,trace,punct, (,6e-06,0.046,4.2e-05,0.0061
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,407,trace,punct,C,1.8e-05,0.1405,0.000223,0.0326
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,408,trace,punct,=,5.1e-05,0.4048,0.000152,0.0222
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,409,trace,punct,O,6e-06,0.0516,0.000633,0.0926
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,410,trace,punct,),2e-06,0.0158,0.001945,0.2846
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,411,trace,punct, on,1e-06,0.0058,0.000618,0.0904
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,412,trace,other_word, the,1e-06,0.0047,0.000526,0.077
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,413,trace,other_word, benzene,7e-06,0.0561,0.000429,0.0628
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,414,trace,FG_word, ring,8e-06,0.0603,0.000211,0.0308
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,415,trace,other_word, could,5e-06,0.041,4.4e-05,0.0064
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,416,trace,punct, be,4e-06,0.0319,3.7e-05,0.0054
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,417,trace,other_word, reduced,0.0,0.0001,0.000152,0.0222
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,418,trace,punct, to,2e-06,0.0141,0.000116,0.017
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,419,trace,punct, a,9e-06,0.0723,0.000362,0.053
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,420,trace,other_word, primary,2.3e-05,0.1836,0.000324,0.0474
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,421,trace,other_word, alcohol,5e-06,0.037,0.000467,0.0684
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,422,trace,punct, (,1.2e-05,0.0992,8.5e-05,0.0125
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,423,trace,punct,CH,0.0,0.0026,0.000171,0.025
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,424,trace,position_digit,2,6e-06,0.0513,0.000422,0.0617
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,425,trace,punct,OH,1.7e-05,0.1358,0.000412,0.0603
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,426,trace,punct,),7e-06,0.0526,0.000113,0.0166
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,427,trace,other_word, under,1e-06,0.0093,0.000128,0.0187
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,428,trace,other_word, reducing,5e-06,0.038,0.000387,0.0566
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,429,trace,other_word, conditions,2e-06,0.0176,0.000202,0.0296
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,430,trace,punct,.,2e-06,0.0137,0.000422,0.0617
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,431,trace,other_word, The,3e-06,0.0212,0.000217,0.0318
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,432,trace,other_word, sil,1e-06,0.0054,0.000166,0.0243
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,433,trace,FG_word,yl,2e-06,0.0125,0.000105,0.0153
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,434,trace,other_word, ether,1e-06,0.0093,8.2e-05,0.0119
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,435,trace,other_word, group,3e-06,0.024,4.9e-05,0.0072
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,436,trace,punct, is,4e-06,0.0282,5.4e-05,0.0078
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,437,trace,punct, a,2e-06,0.0143,4.8e-05,0.007
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,438,trace,other_word, protecting,1e-06,0.0094,8e-05,0.0117
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,439,trace,other_word, group,2e-06,0.0171,9.9e-05,0.0144
ether-0,retrosynthesis/er0,retrosynthesis,uspto_test_76,0.0,True,440,trace,other_word, and,1e-06,0.0096,5.4e-05,0.0079
